timestamp,weight,scale_drop,vernier_drop
2025-10-06 20:26:14.186990023,-0.006,0.0,
2025-10-06 20:26:14.596357107,-0.006,0.0,
2025-10-06 20:26:15.003355026,-0.005,0.0,
2025-10-06 20:26:15.406850576,-0.005,0.0,
2025-10-06 20:26:15.810635567,-0.005,0.0,
2025-10-06 20:26:16.216356039,-0.005,0.0,
2025-10-06 20:26:16.621991396,-0.005,0.0,
2025-10-06 20:26:17.027359724,-0.002,0.0,
2025-10-06 20:26:17.283550024,,,1.0
2025-10-06 20:26:17.433467388,-0.001,0.0,
2025-10-06 20:26:17.653471470,,,2.0
2025-10-06 20:26:17.963354826,,,3.0
2025-10-06 20:26:17.835499763,0.004,0.0,
2025-10-06 20:26:18.323610544,,,4.0
2025-10-06 20:26:18.237617493,0.014,0.0,
2025-10-06 20:26:18.633474350,,,5.0
2025-10-06 20:26:18.643814325,0.023,0.0,
2025-10-06 20:26:19.002987862,,,6.0
2025-10-06 20:26:19.049018860,0.032,0.0,
2025-10-06 20:26:19.313357592,,,7.0
2025-10-06 20:26:19.450987339,0.041,0.0,
2025-10-06 20:26:19.673470974,,,8.0
2025-10-06 20:26:19.993478298,,,9.0
2025-10-06 20:26:19.854082108,0.053,0.0,
2025-10-06 20:26:20.353283167,,,10.0
2025-10-06 20:26:20.262466669,0.063,0.0,
2025-10-06 20:26:20.683464766,,,11.0
2025-10-06 20:26:20.665490627,0.073,0.0,
2025-10-06 20:26:21.013360739,,,12.0
2025-10-06 20:26:21.070031881,0.081,0.0,
2025-10-06 20:26:21.363319635,,,13.0
2025-10-06 20:26:21.663428068,,,14.0
2025-10-06 20:26:21.473468781,0.092,0.0,
2025-10-06 20:26:22.033363103,,,15.0
2025-10-06 20:26:21.875279427,0.102,0.0,
2025-10-06 20:26:22.343363047,,,16.0
2025-10-06 20:26:22.281989574,0.112,0.0,
2025-10-06 20:26:22.713474989,,,17.0
2025-10-06 20:26:22.684111118,0.123,0.0,
2025-10-06 20:26:23.013365030,,,18.0
2025-10-06 20:26:23.088560820,0.133,0.0,
2025-10-06 20:26:23.383365154,,,19.0
2025-10-06 20:26:23.693365812,,,20.0
2025-10-06 20:26:23.496988773,0.144,0.0,
2025-10-06 20:26:24.053659916,,,21.0
2025-10-06 20:26:23.897984982,0.154,0.0,
2025-10-06 20:26:24.363171816,,,22.0
2025-10-06 20:26:24.302902460,0.165,0.0,
2025-10-06 20:26:24.713477373,,,23.0
2025-10-06 20:26:24.709968328,0.176,0.0,
2025-10-06 20:26:25.063368797,,,24.0
2025-10-06 20:26:25.113468885,0.189,0.0,
2025-10-06 20:26:25.373369455,,,25.0
2025-10-06 20:26:25.518428326,0.199,0.0,
2025-10-06 20:26:25.733448744,,,26.0
2025-10-06 20:26:26.033370733,,,27.0
2025-10-06 20:26:25.921697140,0.21,0.0,
2025-10-06 20:26:26.403471708,,,28.0
2025-10-06 20:26:26.324024677,0.218,0.0,
2025-10-06 20:26:26.713470697,,,29.0
2025-10-06 20:26:26.729993582,0.228,0.0,
2025-10-06 20:26:27.073372602,,,30.0
2025-10-06 20:26:27.133474588,0.237,0.0,
2025-10-06 20:26:27.383469820,,,31.0
2025-10-06 20:26:27.539018154,0.246,0.0,
2025-10-06 20:26:27.743374109,,,32.0
2025-10-06 20:26:28.063476801,,,33.0
2025-10-06 20:26:27.941355467,0.254,0.0,
2025-10-06 20:26:28.423469067,,,34.0
2025-10-06 20:26:28.349534273,0.263,0.0,
2025-10-06 20:26:28.753488302,,,35.0
2025-10-06 20:26:28.753488302,0.275,0.0,
2025-10-06 20:26:29.083375692,,,36.0
2025-10-06 20:26:29.160016298,0.284,0.0,
2025-10-06 20:26:29.433521986,,,37.0
2025-10-06 20:26:29.733377695,,,38.0
2025-10-06 20:26:29.566057444,0.295,0.0,
2025-10-06 20:26:30.093499899,,,39.0
2025-10-06 20:26:29.973314047,0.305,0.0,
2025-10-06 20:26:30.413379431,,,40.0
2025-10-06 20:26:30.377987146,0.315,0.0,
2025-10-06 20:26:30.773457527,,,41.0
2025-10-06 20:26:30.780911684,0.324,0.0,
