timestamp,weight,scale_drop,vernier_drop
2025-09-15 20:51:42.861236334,-0.002,0.0,
2025-09-15 20:51:43.270915270,0.0,0.0,
2025-09-15 20:51:43.675385237,0.0,0.0,
2025-09-15 20:51:44.082686663,0.003,0.0,
2025-09-15 20:51:44.491832256,0.004,0.0,
2025-09-15 20:51:44.897238970,0.003,0.0,
2025-09-15 20:51:45.302840233,0.002,0.0,
2025-09-15 20:51:45.708040953,0.001,0.0,
2025-09-15 20:51:46.114824772,0.001,0.0,
2025-09-15 20:51:46.523177146,-0.001,0.0,
2025-09-15 20:51:46.926857948,-0.001,0.0,
2025-09-15 20:51:47.331564903,0.0,0.0,
2025-09-15 20:51:47.733360052,0.0,0.0,
2025-09-15 20:51:48.150734901,0.0,0.0,
2025-09-15 20:51:48.564827204,0.0,0.0,
2025-09-15 20:51:48.966566801,0.0,0.0,
2025-09-15 20:51:49.367921829,0.0,0.0,
2025-09-15 20:51:49.786127090,-0.001,0.0,
2025-09-15 20:51:50.189648867,0.0,0.0,
2025-09-15 20:51:50.594821215,0.002,0.0,
2025-09-15 20:51:50.999104977,0.002,0.0,
2025-09-15 20:51:51.403691769,0.001,0.0,
2025-09-15 20:51:51.807920218,0.001,0.0,
2025-09-15 20:51:52.210747719,-0.001,0.0,
2025-09-15 20:51:52.414750814,,,1.0
2025-09-15 20:51:52.613723278,-0.002,0.0,
2025-09-15 20:51:53.015782118,0.019,0.0,
2025-09-15 20:51:53.432024002,0.017,0.0,
2025-09-15 20:51:53.835405827,0.018,0.0,
2025-09-15 20:51:54.244548321,0.018,0.0,
2025-09-15 20:51:54.649335623,0.017,0.0,
2025-09-15 20:51:55.055827618,0.017,0.0,
2025-09-15 20:51:55.472346067,0.018,0.0,
2025-09-15 20:51:55.876558304,0.018,0.0,
2025-09-15 20:51:56.282048225,0.019,0.0,
2025-09-15 20:51:56.686845303,0.019,0.0,
2025-09-15 20:51:57.091829062,0.02,0.0,
2025-09-15 20:51:57.496888399,0.02,0.0,
2025-09-15 20:51:57.899482727,0.02,0.0,
2025-09-15 20:51:58.303824663,0.02,0.0,
2025-09-15 20:51:58.734673262,,,2.0
2025-09-15 20:51:58.708473682,0.02,0.0,
2025-09-15 20:51:59.110017300,0.04,0.0,
2025-09-15 20:51:59.513206481,0.04,0.0,
2025-09-15 20:51:59.914477348,0.039,0.0,
2025-09-15 20:52:00.345854759,0.04,0.0,
2025-09-15 20:52:00.748780489,0.041,0.0,
2025-09-15 20:52:01.152570724,0.042,0.0,
2025-09-15 20:52:01.556427002,0.043,0.0,
2025-09-15 20:52:01.958344460,0.043,0.0,
2025-09-15 20:52:02.360297441,0.043,0.0,
2025-09-15 20:52:02.762292147,0.043,0.0,
2025-09-15 20:52:03.179470539,0.042,0.0,
2025-09-15 20:52:03.583818197,0.042,0.0,
2025-09-15 20:52:03.998681068,0.042,0.0,
2025-09-15 20:52:04.401608944,0.044,0.0,
2025-09-15 20:52:04.805827379,0.044,0.0,
