timestamp,weight,scale_drop,vernier_drop
2025-10-06 19:29:55.383749962,-0.003,0.0,
2025-10-06 19:29:55.790704727,-0.004,0.0,
2025-10-06 19:29:56.196475983,-0.004,0.0,
2025-10-06 19:29:56.615469217,-0.008,0.0,
2025-10-06 19:29:57.020484447,-0.01,0.0,
2025-10-06 19:29:57.431009054,-0.01,0.0,
2025-10-06 19:29:57.839701176,-0.009,0.0,
2025-10-06 19:29:58.249984980,-0.007,0.0,
2025-10-06 19:29:58.654212713,-0.008,0.0,
2025-10-06 19:29:59.060471535,-0.011,0.0,
2025-10-06 19:29:59.477445602,-0.011,0.0,
2025-10-06 19:29:59.881520033,-0.01,0.0,
2025-10-06 19:30:00.302012920,-0.008,0.0,
2025-10-06 19:30:00.710275888,-0.008,0.0,
2025-10-06 19:30:00.940429449,,,1.0
2025-10-06 19:30:01.112533569,-0.003,0.0,
2025-10-06 19:30:01.516467570,0.007,0.0,
2025-10-06 19:30:01.921008348,0.009,0.0,
2025-10-06 19:30:02.327403069,0.004,0.0,
2025-10-06 19:30:02.728983402,-0.001,0.0,
2025-10-06 19:30:03.133349419,-0.002,0.0,
2025-10-06 19:30:03.541322947,-0.001,0.0,
2025-10-06 19:30:03.944471359,0.001,0.0,
2025-10-06 19:30:04.347989082,0.0,0.0,
2025-10-06 19:30:04.754185200,-0.006,0.0,
2025-10-06 19:30:05.159610510,-0.007,0.0,
2025-10-06 19:30:05.564987183,-0.004,0.0,
2025-10-06 19:30:06.160719395,,,2.0
2025-10-06 19:30:05.968748569,-0.002,0.0,
2025-10-06 19:30:06.376070738,0.001,0.0,
2025-10-06 19:30:06.778986216,0.008,0.0,
2025-10-06 19:30:07.184475660,0.012,0.0,
2025-10-06 19:30:07.600816011,0.01,0.0,
2025-10-06 19:30:08.004130840,0.012,0.0,
2025-10-06 19:30:08.412127495,0.016,0.0,
2025-10-06 19:30:08.813485622,0.015,0.0,
2025-10-06 19:30:09.219230652,0.016,0.0,
2025-10-06 19:30:09.625993967,0.016,0.0,
2025-10-06 19:30:10.031511784,0.017,0.0,
2025-10-06 19:30:10.436118603,0.019,0.0,
2025-10-06 19:30:10.854471684,0.018,0.0,
2025-10-06 19:30:11.258988380,0.014,0.0,
2025-10-06 19:30:11.661728859,0.016,0.0,
2025-10-06 19:30:12.064987898,0.017,0.0,
2025-10-06 19:30:12.500662327,,,3.0
2025-10-06 19:30:12.470945120,0.017,0.0,
2025-10-06 19:30:12.876357317,0.016,0.0,
2025-10-06 19:30:13.278877735,0.023,0.0,
2025-10-06 19:30:13.683471441,0.025,0.0,
2025-10-06 19:30:14.089986563,0.024,0.0,
2025-10-06 19:30:14.496477604,0.021,0.0,
2025-10-06 19:30:14.901458025,0.02,0.0,
2025-10-06 19:30:15.305995464,0.021,0.0,
2025-10-06 19:30:15.712305546,0.022,0.0,
2025-10-06 19:30:16.116030455,0.023,0.0,
2025-10-06 19:30:16.521986961,0.023,0.0,
2025-10-06 19:30:16.926816940,0.024,0.0,
2025-10-06 19:30:17.330476761,0.024,0.0,
2025-10-06 19:30:17.670742512,,,4.0
2025-10-06 19:30:17.735989571,0.02,0.0,
2025-10-06 19:30:18.141748428,0.04,0.0,
2025-10-06 19:30:18.548488617,0.033,0.0,
2025-10-06 19:30:18.951743126,0.031,0.0,
2025-10-06 19:30:19.355476618,0.031,0.0,
2025-10-06 19:30:19.763186216,0.03,0.0,
2025-10-06 19:30:20.168910265,0.029,0.0,
2025-10-06 19:30:20.575710773,0.029,0.0,
2025-10-06 19:30:20.979886532,0.029,0.0,
2025-10-06 19:30:21.383470774,0.029,0.0,
2025-10-06 19:30:21.786995888,0.033,0.0,
2025-10-06 19:30:22.193477154,0.035,0.0,
2025-10-06 19:30:22.600782156,0.033,0.0,
2025-10-06 19:30:23.004954338,0.029,0.0,
2025-10-06 19:30:23.410340548,0.028,0.0,
2025-10-06 19:30:23.814490318,0.027,0.0,
2025-10-06 19:30:24.040755033,,,5.0
2025-10-06 19:30:24.233480692,0.023,0.0,
2025-10-06 19:30:24.639909267,0.026,0.0,
2025-10-06 19:30:25.050524235,0.034,0.0,
2025-10-06 19:30:25.454476118,0.034,0.0,
2025-10-06 19:30:25.860107422,0.036,0.0,
2025-10-06 19:30:26.264468431,0.036,0.0,
2025-10-06 19:30:26.668697596,0.032,0.0,
2025-10-06 19:30:27.075477600,0.032,0.0,
2025-10-06 19:30:27.481513262,0.034,0.0,
2025-10-06 19:30:27.886377335,0.038,0.0,
2025-10-06 19:30:28.289755344,0.037,0.0,
2025-10-06 19:30:28.695472479,0.036,0.0,
2025-10-06 19:30:29.170764685,,,6.0
2025-10-06 19:30:29.101115942,0.037,0.0,
2025-10-06 19:30:29.504480599,0.037,0.0,
2025-10-06 19:30:29.907362700,0.041,0.0,
2025-10-06 19:30:30.313218832,0.041,0.0,
2025-10-06 19:30:30.719919682,0.039,0.0,
2025-10-06 19:30:31.123476982,0.039,0.0,
2025-10-06 19:30:31.527232409,0.04,0.0,
2025-10-06 19:30:31.930991888,0.04,0.0,
2025-10-06 19:30:32.335624933,0.04,0.0,
2025-10-06 19:30:32.739497900,0.04,0.0,
2025-10-06 19:30:33.144470930,0.043,0.0,
2025-10-06 19:30:33.561997652,0.041,0.0,
2025-10-06 19:30:33.963994980,0.037,0.0,
2025-10-06 19:30:34.366112471,0.037,0.0,
2025-10-06 19:30:34.771728992,0.038,0.0,
2025-10-06 19:30:35.177990675,0.037,0.0,
2025-10-06 19:30:35.540845871,,,7.0
2025-10-06 19:30:35.580999613,0.037,0.0,
2025-10-06 19:30:35.984083176,0.037,0.0,
2025-10-06 19:30:36.391457558,0.044,0.0,
2025-10-06 19:30:36.797019958,0.045,0.0,
2025-10-06 19:30:37.203471899,0.045,0.0,
2025-10-06 19:30:37.605482817,0.045,0.0,
2025-10-06 19:30:38.009991646,0.046,0.0,
2025-10-06 19:30:38.414617062,0.046,0.0,
2025-10-06 19:30:38.818652630,0.046,0.0,
2025-10-06 19:30:39.223469019,0.047,0.0,
2025-10-06 19:30:39.628665447,0.05,0.0,
2025-10-06 19:30:40.034470558,0.052,0.0,
2025-10-06 19:30:40.440090895,0.052,0.0,
2025-10-06 19:30:40.690970898,,,8.0
2025-10-06 19:30:40.843102455,0.051,0.0,
2025-10-06 19:30:41.248271465,0.05,0.0,
2025-10-06 19:30:41.652371883,0.051,0.0,
2025-10-06 19:30:42.057991266,0.054,0.0,
2025-10-06 19:30:42.475476503,0.056,0.0,
2025-10-06 19:30:42.882453680,0.059,0.0,
2025-10-06 19:30:43.288988113,0.06,0.0,
2025-10-06 19:30:43.705991983,0.058,0.0,
2025-10-06 19:30:44.107992649,0.056,0.0,
2025-10-06 19:30:44.514359713,0.057,0.0,
2025-10-06 19:30:44.917161465,0.06,0.0,
2025-10-06 19:30:45.320306778,0.06,0.0,
2025-10-06 19:30:45.723132849,0.059,0.0,
2025-10-06 19:30:46.132466077,0.059,0.0,
2025-10-06 19:30:46.535475492,0.06,0.0,
2025-10-06 19:30:47.030490398,,,9.0
2025-10-06 19:30:46.937994242,0.059,0.0,
2025-10-06 19:30:47.344703913,0.057,0.0,
2025-10-06 19:30:47.749085903,0.064,0.0,
2025-10-06 19:30:48.166610718,0.072,0.0,
2025-10-06 19:30:48.568984747,0.07,0.0,
2025-10-06 19:30:48.976465225,0.067,0.0,
2025-10-06 19:30:49.380511999,0.067,0.0,
2025-10-06 19:30:49.784985542,0.067,0.0,
2025-10-06 19:30:50.188743353,0.068,0.0,
2025-10-06 19:30:50.596027613,0.071,0.0,
2025-10-06 19:30:51.001993656,0.072,0.0,
2025-10-06 19:30:51.408000708,0.071,0.0,
2025-10-06 19:30:51.815489769,0.068,0.0,
2025-10-06 19:30:52.300811052,,,10.0
2025-10-06 19:30:52.221291542,0.064,0.0,
2025-10-06 19:30:52.628281355,0.061,0.0,
2025-10-06 19:30:53.032242775,0.073,0.0,
2025-10-06 19:30:53.435469389,0.072,0.0,
2025-10-06 19:30:53.842308760,0.069,0.0,
2025-10-06 19:30:54.246805429,0.069,0.0,
2025-10-06 19:30:54.650985956,0.071,0.0,
2025-10-06 19:30:55.056442738,0.07,0.0,
2025-10-06 19:30:55.461386681,0.07,0.0,
2025-10-06 19:30:55.865475655,0.069,0.0,
2025-10-06 19:30:56.276832819,0.068,0.0,
2025-10-06 19:30:56.681527853,0.069,0.0,
2025-10-06 19:30:57.100475073,0.064,0.0,
2025-10-06 19:30:57.504481792,0.064,0.0,
2025-10-06 19:30:57.910627842,0.068,0.0,
2025-10-06 19:30:58.500746965,,,11.0
2025-10-06 19:30:58.316475868,0.07,0.0,
2025-10-06 19:30:58.724479914,0.071,0.0,
2025-10-06 19:30:59.127558947,0.075,0.0,
2025-10-06 19:30:59.531487465,0.08,0.0,
2025-10-06 19:30:59.938432455,0.079,0.0,
2025-10-06 19:31:00.342461109,0.079,0.0,
2025-10-06 19:31:00.746990681,0.081,0.0,
2025-10-06 19:31:01.150260210,0.082,0.0,
2025-10-06 19:31:01.557210207,0.081,0.0,
2025-10-06 19:31:01.961989880,0.08,0.0,
2025-10-06 19:31:02.367039919,0.081,0.0,
2025-10-06 19:31:02.772328138,0.081,0.0,
2025-10-06 19:31:03.178989410,0.081,0.0,
2025-10-06 19:31:03.583469152,0.081,0.0,
2025-10-06 19:31:04.060833693,,,12.0
2025-10-06 19:31:03.993192434,0.082,0.0,
2025-10-06 19:31:04.409992456,0.082,0.0,
2025-10-06 19:31:04.819012165,0.086,0.0,
2025-10-06 19:31:05.221879244,0.086,0.0,
2025-10-06 19:31:05.627053499,0.086,0.0,
2025-10-06 19:31:06.044706345,0.086,0.0,
2025-10-06 19:31:06.447666168,0.086,0.0,
2025-10-06 19:31:06.849734068,0.086,0.0,
2025-10-06 19:31:07.256458998,0.087,0.0,
2025-10-06 19:31:07.660161257,0.091,0.0,
2025-10-06 19:31:08.079469681,0.091,0.0,
2025-10-06 19:31:08.484301090,0.089,0.0,
2025-10-06 19:31:08.889994860,0.086,0.0,
2025-10-06 19:31:09.294999361,0.087,0.0,
2025-10-06 19:31:09.698628426,0.087,0.0,
