timestamp,weight,scale_drop,vernier_drop
2025-09-15 20:02:49.074369907,-0.002,0.0,
2025-09-15 20:02:49.490522146,-0.001,0.0,
2025-09-15 20:02:49.893332720,-0.001,0.0,
2025-09-15 20:02:50.301543236,-0.001,0.0,
2025-09-15 20:02:50.705969334,-0.001,0.0,
2025-09-15 20:02:51.110959053,-0.001,0.0,
2025-09-15 20:02:51.518836021,0.0,0.0,
2025-09-15 20:02:51.922392607,0.0,0.0,
2025-09-15 20:02:52.327326298,0.0,0.0,
2025-09-15 20:02:52.729949236,0.0,0.0,
2025-09-15 20:02:53.131850957,0.0,0.0,
2025-09-15 20:02:53.535353184,0.0,0.0,
2025-09-15 20:02:53.939021111,0.003,0.0,
2025-09-15 20:02:54.342855930,0.002,0.0,
2025-09-15 20:02:54.746288061,0.001,0.0,
2025-09-15 20:02:55.038000822,,,1.0
2025-09-15 20:02:55.149278164,-0.001,0.0,
2025-09-15 20:02:55.565441847,0.016,0.0,
2025-09-15 20:02:55.967778444,0.013,0.0,
2025-09-15 20:02:56.372970343,0.012,0.0,
2025-09-15 20:02:56.780783176,0.011,0.0,
2025-09-15 20:02:57.184597015,0.01,0.0,
2025-09-15 20:02:57.588884115,0.01,0.0,
2025-09-15 20:02:57.990863562,0.009,0.0,
2025-09-15 20:02:58.408814192,0.009,0.0,
2025-09-15 20:02:58.811741590,0.01,0.0,
2025-09-15 20:02:59.214822292,0.01,0.0,
2025-09-15 20:02:59.632183313,0.015,0.0,
2025-09-15 20:03:00.032886505,0.016,0.0,
2025-09-15 20:03:00.436046600,0.012,0.0,
2025-09-15 20:03:00.852073193,0.011,0.0,
2025-09-15 20:03:01.253821373,0.012,0.0,
2025-09-15 20:03:01.663820267,0.012,0.0,
2025-09-15 20:03:02.067598104,0.011,0.0,
2025-09-15 20:03:02.387569904,,,2.0
2025-09-15 20:03:02.473773003,0.011,0.0,
2025-09-15 20:03:02.879348040,0.011,0.0,
2025-09-15 20:03:03.282435656,0.014,0.0,
2025-09-15 20:03:03.687526703,0.016,0.0,
2025-09-15 20:03:04.102272987,0.017,0.0,
2025-09-15 20:03:04.503690481,0.018,0.0,
2025-09-15 20:03:04.921177387,0.02,0.0,
2025-09-15 20:03:05.339507818,0.021,0.0,
2025-09-15 20:03:05.743821383,0.021,0.0,
2025-09-15 20:03:06.160736561,0.021,0.0,
2025-09-15 20:03:06.564446211,0.021,0.0,
2025-09-15 20:03:06.981955290,0.021,0.0,
2025-09-15 20:03:07.386681557,0.022,0.0,
2025-09-15 20:03:07.807067394,0.022,0.0,
2025-09-15 20:03:08.224830389,0.022,0.0,
2025-09-15 20:03:08.628160954,0.022,0.0,
2025-09-15 20:03:09.045862198,0.017,0.0,
2025-09-15 20:03:09.446947336,0.014,0.0,
2025-09-15 20:03:09.850531816,0.018,0.0,
2025-09-15 20:03:10.267859220,0.019,0.0,
2025-09-15 20:03:10.672055244,0.02,0.0,
2025-09-15 20:03:11.074829817,0.02,0.0,
2025-09-15 20:03:11.479053736,0.02,0.0,
2025-09-15 20:03:11.883267403,0.02,0.0,
2025-09-15 20:03:12.287197351,0.02,0.0,
2025-09-15 20:03:12.688824415,0.02,0.0,
