timestamp,weight,scale_drop,vernier_drop
2025-10-06 22:33:04.856414795,-0.004,0.0,
2025-10-06 22:33:05.270134687,-0.004,0.0,
2025-10-06 22:33:05.676478148,-0.003,0.0,
2025-10-06 22:33:06.080332756,0.0,0.0,
2025-10-06 22:33:06.497334480,0.002,0.0,
2025-10-06 22:33:06.903152227,0.002,0.0,
2025-10-06 22:33:07.458335400,,,1.0
2025-10-06 22:33:07.309335709,0.001,0.0,
2025-10-06 22:33:07.716641188,0.001,0.0,
2025-10-06 22:33:08.106131554,,,2.0
2025-10-06 22:33:08.120012760,0.005,0.0,
2025-10-06 22:33:08.706331491,,,3.0
2025-10-06 22:33:08.521989583,0.01,0.0,
2025-10-06 22:33:08.925437212,0.014,0.0,
2025-10-06 22:33:09.356406212,,,4.0
2025-10-06 22:33:09.327660561,0.021,0.0,
2025-10-06 22:33:09.916333914,,,5.0
2025-10-06 22:33:09.734260321,0.028,0.0,
2025-10-06 22:33:10.136902094,0.031,0.0,
2025-10-06 22:33:10.555909634,,,6.0
2025-10-06 22:33:10.554909229,0.035,0.0,
2025-10-06 22:33:11.126338482,,,7.0
2025-10-06 22:33:10.961672783,0.04,0.0,
2025-10-06 22:33:11.365580797,0.046,0.0,
2025-10-06 22:33:11.746404409,,,8.0
2025-10-06 22:33:11.769580603,0.052,0.0,
2025-10-06 22:33:12.336338758,,,9.0
2025-10-06 22:33:12.173468828,0.058,0.0,
2025-10-06 22:33:12.578297138,0.063,0.0,
2025-10-06 22:33:12.936339855,,,10.0
2025-10-06 22:33:12.982007742,0.071,0.0,
2025-10-06 22:33:13.556340694,,,11.0
2025-10-06 22:33:13.386312246,0.077,0.0,
2025-10-06 22:33:13.790776491,0.081,0.0,
2025-10-06 22:33:14.146407843,,,12.0
2025-10-06 22:33:14.196472645,0.086,0.0,
2025-10-06 22:33:14.786263704,,,13.0
2025-10-06 22:33:14.599605799,0.094,0.0,
2025-10-06 22:33:15.004591703,0.099,0.0,
2025-10-06 22:33:15.345986128,,,14.0
2025-10-06 22:33:15.408233166,0.105,0.0,
2025-10-06 22:33:15.986306906,,,15.0
2025-10-06 22:33:15.814471483,0.113,0.0,
2025-10-06 22:33:16.219984055,0.118,0.0,
2025-10-06 22:33:16.516302108,,,16.0
2025-10-06 22:33:16.625471592,0.122,0.0,
2025-10-06 22:33:17.166347980,,,17.0
2025-10-06 22:33:17.031472206,0.128,0.0,
2025-10-06 22:33:17.439630508,0.132,0.0,
2025-10-06 22:33:17.696348667,,,18.0
2025-10-06 22:33:17.845481157,0.138,0.0,
2025-10-06 22:33:18.346482038,,,19.0
2025-10-06 22:33:18.250991821,0.146,0.0,
2025-10-06 22:33:18.658029795,0.151,0.0,
2025-10-06 22:33:18.876351595,,,20.0
2025-10-06 22:33:19.063488245,0.155,0.0,
2025-10-06 22:33:19.526352644,,,21.0
2025-10-06 22:33:19.465989351,0.161,0.0,
2025-10-06 22:33:20.056353807,,,22.0
2025-10-06 22:33:19.872985840,0.166,0.0,
2025-10-06 22:33:20.279510260,0.172,0.0,
2025-10-06 22:33:20.705993652,,,23.0
2025-10-06 22:33:20.685988188,0.181,0.0,
2025-10-06 22:33:21.236451864,,,24.0
2025-10-06 22:33:21.092469692,0.188,0.0,
2025-10-06 22:33:21.498993397,0.194,0.0,
2025-10-06 22:33:21.886441231,,,25.0
2025-10-06 22:33:21.904107809,0.201,0.0,
2025-10-06 22:33:22.416647911,,,26.0
2025-10-06 22:33:22.320741177,0.206,0.0,
2025-10-06 22:33:22.724481106,0.212,0.0,
2025-10-06 22:33:23.065083504,,,27.0
2025-10-06 22:33:23.129994154,0.218,0.0,
2025-10-06 22:33:23.624991894,,,28.0
