"REACTION NAME","RESIDENCE TIME (mins)","TEMPERATURE REACTOR 1","RESIDENCE TIME REACTOR 1","TEMPERATURE REACTOR 2","RESIDENCE TIME REACTOR 2","TEMPERATURE REACTOR 3","RESIDENCE TIME REACTOR 3","UV POWER REACTOR 3 (%)","TEMPERATURE REACTOR 4","RESIDENCE TIME REACTOR 4","TEMPERATURE  REACTOR 5","RESIDENCE TIME  REACTOR 5","TEMPERATURE  REACTOR 6","RESIDENCE TIME  REACTOR 6","UV POWER REACTOR 6 (%)","TEMPERATURE  REACTOR 7","RESIDENCE TIME  REACTOR 7","TEMPERATURE  REACTOR 8","RESIDENCE TIME  REACTOR 8","TEMPERATURE  E-SERIES REACTOR 1","RESIDENCE TIME E-SERIES REACTOR 1","UV POWER REACTOR E-SERIES REACTOR 1 (%)","TEMPERATURE E-SERIES REACTOR 2","RESIDENCE TIME E-SERIES REACTOR 2","FLOW RATE CHEMICAL A (ml/min)","VOLUMETRIC RATIO CHEMICAL A","STOICHIOMETRIC RATIO CHEMICAL A","QUANTITY  CHEMICAL A (ml)","ADVANCE RETARD  CHEMICAL A (min)","REAGENT CONCENTRATION CHEMICAL A (M)","FLOW RATE CHEMICAL B (ml/min)","VOLUMETRIC RATIO CHEMICAL B","STOICHIOMETRIC RATIO CHEMICAL B","QUANTITY  CHEMICAL B (ml)","ADVANCE RETARD  CHEMICAL B (min)","REAGENT CONCENTRATION CHEMICAL B (M)","FLOW RATE CHEMICAL C (ml/min)","VOLUMETRIC RATIO CHEMICAL C","STOICHIOMETRIC RATIO CHEMICAL C","QUANTITY  CHEMICAL C (ml)","ADVANCE RETARD  CHEMICAL C (min)","REAGENT CONCENTRATION CHEMICAL C (M)","FLOW RATE CHEMICAL D (ml/min)","VOLUMETRIC RATIO CHEMICAL D","STOICHIOMETRIC RATIO CHEMICAL D","QUANTITY  CHEMICAL D (ml)","ADVANCE RETARD  CHEMICAL D (min)","REAGENT CONCENTRATION CHEMICAL D (M)","FLOW RATE CHEMICAL E (ml/min)","VOLUMETRIC RATIO CHEMICAL E","STOICHIOMETRIC RATIO CHEMICAL E","QUANTITY  CHEMICAL E (ml)","ADVANCE RETARD  CHEMICAL E (min)","REAGENT CONCENTRATION CHEMICAL E (M)","FLOW RATE CHEMICAL F (ml/min)","VOLUMETRIC RATIO CHEMICAL F","STOICHIOMETRIC RATIO CHEMICAL F","QUANTITY  CHEMICAL F (ml)","ADVANCE RETARD  CHEMICAL F (min)","REAGENT CONCENTRATION CHEMICAL F (M)","FLOW RATE CHEMICAL G (ml/min)","VOLUMETRIC RATIO CHEMICAL G","STOICHIOMETRIC RATIO CHEMICAL G","QUANTITY  CHEMICAL G (ml)","ADVANCE RETARD  CHEMICAL G (min)","REAGENT CONCENTRATION CHEMICAL G (M)","FLOW RATE CHEMICAL H (ml/min)","VOLUMETRIC RATIO CHEMICAL H","STOICHIOMETRIC RATIO CHEMICAL H","QUANTITY  CHEMICAL H (ml)","ADVANCE RETARD  CHEMICAL H (min)","REAGENT CONCENTRATION CHEMICAL H (M)","PRE WASH VOLUME (ml)","PRE WASH FLOW RATE (ml/min)","POST WASH VOLUME (ml)","POST WASH FLOW RATE (ml/min)","COLLECTION","DIVERT TO WASTE (min)","COLLECT FOR (min)","TOTAL COLLECTION VOLUME (ml)","VOLUME PER VIAL (ml)","NUMBER OF VIALS","AUTOSAMPLER/MANUAL INJECTION","LOADING SITE A","SAMPLE A DESCRIPTION","DO NOT FILL SAMPLE A","CLEAN AT START SAMPLE A","LOADING SITE B","SAMPLE B DESCRIPTION","DO NOT FILL SAMPLE B","CLEAN AT START SAMPLE B","LOADING SITE C","SAMPLE C DESCRIPTION","DO NOT FILL SAMPLE C","CLEAN AT START SAMPLE C","LOADING SITE D","SAMPLE D DESCRIPTION","DO NOT FILL SAMPLE D","CLEAN AT START SAMPLE D","LOADING SITE E","DO NOT FILL SAMPLE E","CLEAN AT START SAMPLE E","LOADING SITE F","DO NOT FILL SAMPLE F","CLEAN AT START SAMPLE F","LOADING SITE G","DO NOT FILL SAMPLE G","CLEAN AT START SAMPLE G","LOADING SITE H","DO NOT FILL SAMPLE H","CLEAN AT START SAMPLE H"
"HCW4","10","25","FALSE","25","FALSE","50","TRUE","50","50","FALSE","25","FALSE","25","FALSE","50","25","FALSE","25","FALSE","25","FALSE","50","25","FALSE","0.25","1","1","3","0.502655","0.5","0.25","1","1","3","0","0.5","1","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","STEADY STATE","26.3812","9.012","4.506","4.506","1","MANUAL INJECTION","0","Sample A Desc","FALSE","TRUE","0","Sample B Desc","FALSE","TRUE","0","Sample C Desc","FALSE","TRUE","0","Sample D Desc","FALSE","TRUE","0","FALSE","TRUE","0","FALSE","TRUE","0","FALSE","TRUE","0","FALSE","TRUE"
