timestamp,weight,scale_drop,vernier_drop
2025-09-26 21:57:49.944205761,0.0,0.0,
2025-09-26 21:57:50.356688976,0.0,0.0,
2025-09-26 21:57:50.761419058,0.0,0.0,
2025-09-26 21:57:51.163708687,0.0,0.0,
2025-09-26 21:57:51.583134651,0.001,0.0,
2025-09-26 21:57:51.988707542,0.001,0.0,
2025-09-26 21:57:52.491791010,,,1.0
2025-09-26 21:57:52.392110109,0.001,0.0,
2025-09-26 21:57:52.810894966,0.001,0.0,
2025-09-26 21:57:53.079771280,,,2.0
2025-09-26 21:57:53.227359772,0.005,0.0,
2025-09-26 21:57:53.549657583,,,3.0
2025-09-26 21:57:53.643689871,0.012,0.0,
2025-09-26 21:57:54.129777908,,,4.0
2025-09-26 21:57:54.049806356,0.019,0.0,
2025-09-26 21:57:54.451692104,0.025,0.0,
2025-09-26 21:57:54.669541836,,,5.0
2025-09-26 21:57:54.857716084,0.031,0.0,
2025-09-26 21:57:55.189722776,,,6.0
2025-09-26 21:57:55.260954380,0.041,0.0,
2025-09-26 21:57:55.759965658,,,7.0
2025-09-26 21:57:55.661857605,0.047,0.0,
2025-09-26 21:57:56.219105721,,,8.0
2025-09-26 21:57:56.065718889,0.053,0.0,
2025-09-26 21:57:56.471712351,0.059,0.0,
2025-09-26 21:57:56.799731016,,,9.0
2025-09-26 21:57:56.882719517,0.067,0.0,
2025-09-26 21:57:57.259780407,,,10.0
2025-09-26 21:57:57.289156199,0.072,0.0,
2025-09-26 21:57:57.809798479,,,11.0
2025-09-26 21:57:57.694342852,0.078,0.0,
2025-09-26 21:57:58.099165440,0.083,0.0,
2025-09-26 21:57:58.349941492,,,12.0
2025-09-26 21:57:58.505214214,0.09,0.0,
2025-09-26 21:57:58.829797745,,,13.0
2025-09-26 21:57:58.909261942,0.097,0.0,
2025-09-26 21:57:59.389686346,,,14.0
2025-09-26 21:57:59.315208673,0.104,0.0,
2025-09-26 21:57:59.839796782,,,15.0
2025-09-26 21:57:59.718227625,0.108,0.0,
2025-09-26 21:58:00.122390270,0.113,0.0,
2025-09-26 21:58:00.389812469,,,16.0
2025-09-26 21:58:00.539236546,0.12,0.0,
2025-09-26 21:58:00.869795322,,,17.0
2025-09-26 21:58:00.943247080,0.127,0.0,
2025-09-26 21:58:01.319210529,,,18.0
2025-09-26 21:58:01.348209381,0.132,0.0,
2025-09-26 21:58:01.829330206,,,19.0
2025-09-26 21:58:01.752157211,0.137,0.0,
2025-09-26 21:58:02.239802122,,,20.0
2025-09-26 21:58:02.154278994,0.14,0.0,
2025-09-26 21:58:02.739791393,,,21.0
2025-09-26 21:58:02.557715416,0.145,0.0,
2025-09-26 21:58:02.961215258,0.153,0.0,
2025-09-26 21:58:03.229216099,,,22.0
2025-09-26 21:58:03.374464750,0.16,0.0,
2025-09-26 21:58:03.639925003,,,23.0
2025-09-26 21:58:03.789036751,0.168,0.0,
2025-09-26 21:58:04.149189472,,,24.0
2025-09-26 21:58:04.201189280,0.178,0.0,
2025-09-26 21:58:04.609421730,,,25.0
2025-09-26 21:58:04.610421419,0.186,0.0,
2025-09-26 21:58:05.069729567,,,26.0
2025-09-26 21:58:05.013733625,0.194,0.0,
2025-09-26 21:58:05.569628716,,,27.0
2025-09-26 21:58:05.418737888,0.201,0.0,
2025-09-26 21:58:05.979807377,,,28.0
2025-09-26 21:58:05.832955599,0.208,0.0,
2025-09-26 21:58:06.237270832,0.214,0.0,
2025-09-26 21:58:06.469515085,,,29.0
2025-09-26 21:58:06.639667034,0.222,0.0,
2025-09-26 21:58:06.959735632,,,30.0
2025-09-26 21:58:07.040392876,0.228,0.0,
2025-09-26 21:58:07.359736204,,,31.0
2025-09-26 21:58:07.445113897,0.233,0.0,
2025-09-26 21:58:07.859807491,,,32.0
2025-09-26 21:58:07.849685907,0.239,0.0,
2025-09-26 21:58:08.330014467,,,33.0
2025-09-26 21:58:08.267221688,0.245,0.0,
2025-09-26 21:58:08.769200325,,,34.0
2025-09-26 21:58:08.671972513,0.252,0.0,
2025-09-26 21:58:09.075190783,0.261,0.0,
2025-09-26 21:58:09.279260874,,,35.0
2025-09-26 21:58:09.679708481,,,36.0
